country,year,ageGroup,pct
India,1975,5,0.130855
India,1975,10,0.117424
India,1975,15,0.104336
India,1975,20,0.091967
India,1975,25,0.071386
India,1975,30,0.061841
India,1975,35,0.056807
India,1975,40,0.049749
India,1975,45,0.042451
India,1975,50,0.035237
India,1975,55,0.028617
India,1975,60,0.021978
India,1975,65,0.016012
India,1975,70,0.009768
India,1975,75,0.009165
India,1980,0,0.148433
India,1980,5,0.129059
India,1980,10,0.114962
India,1980,15,0.103617
India,1980,20,0.091773
India,1980,25,0.080727
India,1980,30,0.062545
India,1980,35,0.053951
India,1980,40,0.049212
India,1980,45,0.042622
India,1980,50,0.0357
India,1980,55,0.028793
India,1980,60,0.022298
India,1980,65,0.016018
India,1980,70,0.010652
India,1980,75,0.00964
India,1985,0,0.14707
India,1985,5,0.126703
India,1985,10,0.113503
India,1985,15,0.101458
India,1985,20,0.09111
India,1985,25,0.08054
India,1985,30,0.070751
India,1985,35,0.054647
India,1985,40,0.046852
India,1985,45,0.042296
India,1985,50,0.035973
India,1985,55,0.029277
India,1985,60,0.0225
India,1985,65,0.016277
India,1985,70,0.010683
India,1985,75,0.010361
India,1990,0,0.139538
India,1990,5,0.127353
India,1990,10,0.112404
India,1990,15,0.100955
India,1990,20,0.089887
India,1990,25,0.080561
India,1990,30,0.071145
India,1990,35,0.062333
India,1990,40,0.047883
India,1990,45,0.040645
India,1990,50,0.036044
India,1990,55,0.0298
India,1990,60,0.023121
India,1990,65,0.016582
India,1990,70,0.010951
India,1990,75,0.010799
India,1995,0,0.129504
India,1995,5,0.122646
India,1995,10,0.114137
India,1995,15,0.100884
India,1995,20,0.090239
India,1995,25,0.080171
India,1995,30,0.0718
India,1995,35,0.063277
India,1995,40,0.055185
India,1995,45,0.042019
India,1995,50,0.035093
India,1995,55,0.030335
India,1995,60,0.024035
India,1995,65,0.017491
India,1995,70,0.011512
India,1995,75,0.011672
India,2000,0,0.121169
India,2000,5,0.11529
India,2000,10,0.110868
India,2000,15,0.103245
India,2000,20,0.090908
India,2000,25,0.081136
India,2000,30,0.072015
India,2000,35,0.064366
India,2000,40,0.056492
India,2000,45,0.048885
India,2000,50,0.036691
India,2000,55,0.029943
India,2000,60,0.024928
India,2000,65,0.018632
India,2000,70,0.012497
India,2000,75,0.012937
India,2005,0,0.113248
India,2005,5,0.10938
India,2005,10,0.105223
India,2005,15,0.101169
India,2005,20,0.093806
India,2005,25,0.082378
India,2005,30,0.073471
India,2005,35,0.065103
India,2005,40,0.057984
India,2005,45,0.050542
India,2005,50,0.043175
India,2005,55,0.031733
India,2005,60,0.02501
India,2005,65,0.019699
India,2005,70,0.013586
India,2005,75,0.014495
India,2010,0,0.104376
India,2010,5,0.103673
India,2010,10,0.100894
India,2010,15,0.096994
India,2010,20,0.092851
India,2010,25,0.085883
India,2010,30,0.075373
India,2010,35,0.067107
India,2010,40,0.059259
India,2010,45,0.052443
India,2010,50,0.045187
India,2010,55,0.037878
India,2010,60,0.026949
India,2010,65,0.020134
India,2010,70,0.014654
India,2010,75,0.016345
India,2015,0,0.09436
India,2015,5,0.096842
India,2015,10,0.096678
India,2015,15,0.094083
India,2015,20,0.090151
India,2015,25,0.086049
India,2015,30,0.07949
India,2015,35,0.069631
India,2015,40,0.061797
India,2015,45,0.054246
India,2015,50,0.047516
India,2015,55,0.040256
India,2015,60,0.032739
India,2015,65,0.022149
India,2015,70,0.015338
India,2015,75,0.018674
Mexico,1950,0,0.172057
Mexico,1950,5,0.139323
Mexico,1950,10,0.113158
Mexico,1950,15,0.102449
Mexico,1950,20,0.089705
Mexico,1950,25,0.075676
Mexico,1950,30,0.057471
Mexico,1950,35,0.053295
Mexico,1950,40,0.045013
Mexico,1950,45,0.040587
Mexico,1950,50,0.032841
Mexico,1950,55,0.024845
Mexico,1950,60,0.018919
Mexico,1950,65,0.013922
Mexico,1950,70,0.009638
Mexico,1950,75,0.011102
Mexico,1955,0,0.190297
Mexico,1955,5,0.138743
Mexico,1955,10,0.11703
Mexico,1955,15,0.094704
Mexico,1955,20,0.084798
Mexico,1955,25,0.07388
Mexico,1955,30,0.062349
Mexico,1955,35,0.047413
Mexico,1955,40,0.043794
Mexico,1955,45,0.036679
Mexico,1955,50,0.032662
Mexico,1955,55,0.025884
Mexico,1955,60,0.018953
Mexico,1955,65,0.013709
Mexico,1955,70,0.009354
Mexico,1955,75,0.009753
Mexico,1960,0,0.188391
Mexico,1960,5,0.154809
Mexico,1960,10,0.116094
Mexico,1960,15,0.097443
Mexico,1960,20,0.077824
Mexico,1960,25,0.069494
Mexico,1960,30,0.060693
Mexico,1960,35,0.051446
Mexico,1960,40,0.038977
Mexico,1960,45,0.035782
Mexico,1960,50,0.029626
Mexico,1960,55,0.02588
Mexico,1960,60,0.019908
Mexico,1960,65,0.013935
Mexico,1960,70,0.009456
Mexico,1960,75,0.010242
Mexico,1965,0,0.184124
Mexico,1965,5,0.154856
Mexico,1965,10,0.130003
Mexico,1965,15,0.096701
Mexico,1965,20,0.080095
Mexico,1965,25,0.063668
Mexico,1965,30,0.057169
Mexico,1965,35,0.050312
Mexico,1965,40,0.042557
Mexico,1965,45,0.032025
Mexico,1965,50,0.029089
Mexico,1965,55,0.023643
Mexico,1965,60,0.020102
Mexico,1965,65,0.014836
Mexico,1965,70,0.009793
Mexico,1965,75,0.011026
Mexico,1970,0,0.182587
Mexico,1970,5,0.152412
Mexico,1970,10,0.130194
Mexico,1970,15,0.108341
Mexico,1970,20,0.079147
Mexico,1970,25,0.065385
Mexico,1970,30,0.052258
Mexico,1970,35,0.047511
Mexico,1970,40,0.041784
Mexico,1970,45,0.035114
Mexico,1970,50,0.026139
Mexico,1970,55,0.023333
Mexico,1970,60,0.01847
Mexico,1970,65,0.015087
Mexico,1970,70,0.010494
Mexico,1970,75,0.011743
Mexico,1975,0,0.185715
Mexico,1975,5,0.151545
Mexico,1975,10,0.127495
Mexico,1975,15,0.107667
Mexico,1975,20,0.088134
Mexico,1975,25,0.06392
Mexico,1975,30,0.053308
Mexico,1975,35,0.04327
Mexico,1975,40,0.039393
Mexico,1975,45,0.034432
Mexico,1975,50,0.028633
Mexico,1975,55,0.020962
Mexico,1975,60,0.018235
Mexico,1975,65,0.013898
Mexico,1975,70,0.010727
Mexico,1975,75,0.012666
Mexico,1980,0,0.1629
Mexico,1980,5,0.159582
Mexico,1980,10,0.130158
Mexico,1980,15,0.107903
Mexico,1980,20,0.089469
Mexico,1980,25,0.073041
Mexico,1980,30,0.053309
Mexico,1980,35,0.045362
Mexico,1980,40,0.036895
Mexico,1980,45,0.033434
Mexico,1980,50,0.028948
Mexico,1980,55,0.023683
Mexico,1980,60,0.016919
Mexico,1980,65,0.014207
Mexico,1980,70,0.01027
Mexico,1980,75,0.013919
Mexico,1985,0,0.144666
Mexico,1985,5,0.143373
Mexico,1985,10,0.14001
Mexico,1985,15,0.112295
Mexico,1985,20,0.091241
Mexico,1985,25,0.075579
Mexico,1985,30,0.062452
Mexico,1985,35,0.046416
Mexico,1985,40,0.039613
Mexico,1985,45,0.032073
Mexico,1985,50,0.028814
Mexico,1985,55,0.024572
Mexico,1985,60,0.019658
Mexico,1985,65,0.013579
Mexico,1985,70,0.010851
Mexico,1985,75,0.014808
Mexico,1990,0,0.135123
Mexico,1990,5,0.128208
Mexico,1990,10,0.126374
Mexico,1990,15,0.121854
Mexico,1990,20,0.095537
Mexico,1990,25,0.079266
Mexico,1990,30,0.066347
Mexico,1990,35,0.055378
Mexico,1990,40,0.040964
Mexico,1990,45,0.034925
Mexico,1990,50,0.027975
Mexico,1990,55,0.024787
Mexico,1990,60,0.020698
Mexico,1990,65,0.016026
Mexico,1990,70,0.010559
Mexico,1990,75,0.015979
Mexico,1995,0,0.126777
Mexico,1995,5,0.120751
Mexico,1995,10,0.114344
Mexico,1995,15,0.111759
Mexico,1995,20,0.106591
Mexico,1995,25,0.084066
Mexico,1995,30,0.069928
Mexico,1995,35,0.058723
Mexico,1995,40,0.049012
Mexico,1995,45,0.036071
Mexico,1995,50,0.030532
Mexico,1995,55,0.024156
Mexico,1995,60,0.021011
Mexico,1995,65,0.01704
Mexico,1995,70,0.012613
Mexico,1995,75,0.016627
Mexico,2000,0,0.118851
Mexico,2000,5,0.115087
Mexico,2000,10,0.109096
Mexico,2000,15,0.103366
Mexico,2000,20,0.098046
Mexico,2000,25,0.090167
Mexico,2000,30,0.076929
Mexico,2000,35,0.062504
Mexico,2000,40,0.052486
Mexico,2000,45,0.043751
Mexico,2000,50,0.032011
Mexico,2000,55,0.026875
Mexico,2000,60,0.020747
Mexico,2000,65,0.017586
Mexico,2000,70,0.013686
Mexico,2000,75,0.018812
Mexico,2005,0,0.10886
Mexico,2005,5,0.109881
Mexico,2005,10,0.105507
Mexico,2005,15,0.098573
Mexico,2005,20,0.091985
Mexico,2005,25,0.086892
Mexico,2005,30,0.080504
Mexico,2005,35,0.069251
Mexico,2005,40,0.056421
Mexico,2005,45,0.047364
Mexico,2005,50,0.039336
Mexico,2005,55,0.028475
Mexico,2005,60,0.023536
Mexico,2005,65,0.01765
Mexico,2005,70,0.01436
Mexico,2005,75,0.021404
Mexico,2010,0,0.098249
Mexico,2010,5,0.100247
Mexico,2010,10,0.101233
Mexico,2010,15,0.0969
Mexico,2010,20,0.090206
Mexico,2010,25,0.084027
Mexico,2010,30,0.079398
Mexico,2010,35,0.073573
Mexico,2010,40,0.063178
Mexico,2010,45,0.051291
Mexico,2010,50,0.042776
Mexico,2010,55,0.035147
Mexico,2010,60,0.024996
Mexico,2010,65,0.020107
Mexico,2010,70,0.014467
Mexico,2010,75,0.024204
Mexico,2015,0,0.091461
Mexico,2015,5,0.091382
Mexico,2015,10,0.093217
Mexico,2015,15,0.093799
Mexico,2015,20,0.089453
Mexico,2015,25,0.083116
Mexico,2015,30,0.077439
Mexico,2015,35,0.073196
Mexico,2015,40,0.067739
Mexico,2015,45,0.057969
Mexico,2015,50,0.046766
Mexico,2015,55,0.038601
Mexico,2015,60,0.031201
Mexico,2015,65,0.021604
Mexico,2015,70,0.016699
Mexico,2015,75,0.026359
Germany,1950,0,0.065899
Germany,1950,5,0.075098
Germany,1950,10,0.091361
Germany,1950,15,0.072404
Germany,1950,20,0.071129
Germany,1950,25,0.069524
Germany,1950,30,0.049621
Germany,1950,35,0.074625
Germany,1950,40,0.081417
Germany,1950,45,0.079053
Germany,1950,50,0.068249
Germany,1950,55,0.056141
Germany,1950,60,0.048546
Germany,1950,65,0.039061
Germany,1950,70,0.030406
Germany,1950,75,0.027469
Germany,1955,0,0.073338
Germany,1955,5,0.063971
Germany,1955,10,0.073253
Germany,1955,15,0.089001
Germany,1955,20,0.070267
Germany,1955,25,0.068935
Germany,1955,30,0.067308
Germany,1955,35,0.047957
Germany,1955,40,0.071963
Germany,1955,45,0.078035
Germany,1955,50,0.07495
Germany,1955,55,0.06362
Germany,1955,60,0.050972
Germany,1955,65,0.042053
Germany,1955,70,0.031032
Germany,1955,75,0.033345
Germany,1960,0,0.079039
Germany,1960,5,0.07166
Germany,1960,10,0.063679
Germany,1960,15,0.071865
Germany,1960,20,0.084655
Germany,1960,25,0.06644
Germany,1960,30,0.067
Germany,1960,35,0.064704
Germany,1960,40,0.0453
Germany,1960,45,0.069241
Germany,1960,50,0.074133
Germany,1960,55,0.069719
Germany,1960,60,0.057448
Germany,1960,65,0.044125
Germany,1960,70,0.033575
Germany,1960,75,0.037415
Germany,1965,0,0.083534
Germany,1965,5,0.075849
Germany,1965,10,0.069348
Germany,1965,15,0.062651
Germany,1965,20,0.070928
Germany,1965,25,0.081968
Germany,1965,30,0.064203
Germany,1965,35,0.065164
Germany,1965,40,0.061953
Germany,1965,45,0.042899
Germany,1965,50,0.065388
Germany,1965,55,0.068572
Germany,1965,60,0.062427
Germany,1965,65,0.049018
Germany,1965,70,0.035056
Germany,1965,75,0.041043
Germany,1970,0,0.077507
Germany,1970,5,0.081565
Germany,1970,10,0.074279
Germany,1970,15,0.06726
Germany,1970,20,0.062029
Germany,1970,25,0.071446
Germany,1970,30,0.080787
Germany,1970,35,0.062233
Germany,1970,40,0.063802
Germany,1970,45,0.059872
Germany,1970,50,0.039953
Germany,1970,55,0.060816
Germany,1970,60,0.062029
Germany,1970,65,0.053581
Germany,1970,70,0.038919
Germany,1970,75,0.043922
Germany,1975,0,0.056454
Germany,1975,5,0.078433
Germany,1975,10,0.081992
Germany,1975,15,0.074886
Germany,1975,20,0.068187
Germany,1975,25,0.062988
Germany,1975,30,0.071734
Germany,1975,35,0.080174
Germany,1975,40,0.061361
Germany,1975,45,0.062454
Germany,1975,50,0.057954
Germany,1975,55,0.037907
Germany,1975,60,0.056568
Germany,1975,65,0.05517
Germany,1975,70,0.043894
Germany,1975,75,0.049844
Germany,1980,0,0.050627
Germany,1980,5,0.056295
Germany,1980,10,0.079248
Germany,1980,15,0.084263
Germany,1980,20,0.077559
Germany,1980,25,0.069217
Germany,1980,30,0.062526
Germany,1980,35,0.071149
Germany,1980,40,0.079299
Germany,1980,45,0.060107
Germany,1980,50,0.061093
Germany,1980,55,0.056116
Germany,1980,60,0.035722
Germany,1980,65,0.051484
Germany,1980,70,0.046712
Germany,1980,75,0.058585
Germany,1985,0,0.052855
Germany,1985,5,0.050471
Germany,1985,10,0.056259
Germany,1985,15,0.080095
Germany,1985,20,0.085497
Germany,1985,25,0.078664
Germany,1985,30,0.069653
Germany,1985,35,0.062073
Germany,1985,40,0.070452
Germany,1985,45,0.078123
Germany,1985,50,0.05845
Germany,1985,55,0.059082
Germany,1985,60,0.053371
Germany,1985,65,0.032641
Germany,1985,70,0.044489
Germany,1985,75,0.067823
Germany,1990,0,0.054903
Germany,1990,5,0.053712
Germany,1990,10,0.050647
Germany,1990,15,0.056739
Germany,1990,20,0.081385
Germany,1990,25,0.086755
Germany,1990,30,0.079245
Germany,1990,35,0.069581
Germany,1990,40,0.061438
Germany,1990,45,0.069543
Germany,1990,50,0.076091
Germany,1990,55,0.055776
Germany,1990,60,0.055447
Germany,1990,65,0.048633
Germany,1990,70,0.027888
Germany,1990,75,0.072216
Germany,1995,0,0.049588
Germany,1995,5,0.056106
Germany,1995,10,0.055187
Germany,1995,15,0.052332
Germany,1995,20,0.059464
Germany,1995,25,0.084276
Germany,1995,30,0.088564
Germany,1995,35,0.079987
Germany,1995,40,0.069511
Germany,1995,45,0.060272
Germany,1995,50,0.066705
Germany,1995,55,0.071962
Germany,1995,60,0.051805
Germany,1995,65,0.04987
Germany,1995,70,0.041868
Germany,1995,75,0.062502
Germany,2000,0,0.047524
Germany,2000,5,0.049709
Germany,2000,10,0.056584
Germany,2000,15,0.056132
Germany,2000,20,0.053946
Germany,2000,25,0.061297
Germany,2000,30,0.084864
Germany,2000,35,0.087977
Germany,2000,40,0.079235
Germany,2000,45,0.06866
Germany,2000,50,0.059063
Germany,2000,55,0.064509
Germany,2000,60,0.068465
Germany,2000,65,0.047902
Germany,2000,70,0.044178
Germany,2000,75,0.069955
Germany,2005,0,0.043806
Germany,2005,5,0.048249
Germany,2005,10,0.051019
Germany,2005,15,0.058514
Germany,2005,20,0.058637
Germany,2005,25,0.055376
Germany,2005,30,0.060631
Germany,2005,35,0.084325
Germany,2005,40,0.087365
Germany,2005,45,0.078122
Germany,2005,50,0.067561
Germany,2005,55,0.05684
Germany,2005,60,0.061321
Germany,2005,65,0.064595
Germany,2005,70,0.0434
Germany,2005,75,0.080239
Germany,2010,0,0.041512
Germany,2010,5,0.044657
Germany,2010,10,0.049046
Germany,2010,15,0.052378
Germany,2010,20,0.060558
Germany,2010,25,0.061938
Germany,2010,30,0.057251
Germany,2010,35,0.059738
Germany,2010,40,0.083844
Germany,2010,45,0.086679
Germany,2010,50,0.076782
Germany,2010,55,0.065817
Germany,2010,60,0.05377
Germany,2010,65,0.057425
Germany,2010,70,0.059663
Germany,2010,75,0.088941
Germany,2015,0,0.04194
Germany,2015,5,0.042051
Germany,2015,10,0.044865
Germany,2015,15,0.049872
Germany,2015,20,0.054495
Germany,2015,25,0.063182
Germany,2015,30,0.064087
Germany,2015,35,0.058684
Germany,2015,40,0.060456
Germany,2015,45,0.083644
Germany,2015,50,0.08564
Germany,2015,55,0.075105
Germany,2015,60,0.063579
Germany,2015,65,0.051037
Germany,2015,70,0.052896
Germany,2015,75,0.108469
Turkey,1950,0,0.157359
Turkey,1950,5,0.124965
Turkey,1950,10,0.11211
Turkey,1950,15,0.112581
Turkey,1950,20,0.092523
Turkey,1950,25,0.069686
Turkey,1950,30,0.0525
Turkey,1950,35,0.060693
Turkey,1950,40,0.054054
Turkey,1950,45,0.044543
Turkey,1950,50,0.040588
Turkey,1950,55,0.025285
Turkey,1950,60,0.02326
Turkey,1950,65,0.012996
Turkey,1950,70,0.010123
Turkey,1950,75,0.006733
Turkey,1955,0,0.182617
Turkey,1955,5,0.123655
Turkey,1955,10,0.1051
Turkey,1955,15,0.096442
Turkey,1955,20,0.095823
Turkey,1955,25,0.078423
Turkey,1955,30,0.059044
Turkey,1955,35,0.044407
Turkey,1955,40,0.05088
Turkey,1955,45,0.044737
Turkey,1955,50,0.036078
Turkey,1955,55,0.031996
Turkey,1955,60,0.01909
Turkey,1955,65,0.016287
Turkey,1955,70,0.008081
Turkey,1955,75,0.007339
Turkey,1960,0,0.176193
Turkey,1960,5,0.145201
Turkey,1960,10,0.104881
Turkey,1960,15,0.090691
Turkey,1960,20,0.082236
Turkey,1960,25,0.081691
Turkey,1960,30,0.066884
Turkey,1960,35,0.050263
Turkey,1960,40,0.037525
Turkey,1960,45,0.042533
Turkey,1960,50,0.036872
Turkey,1960,55,0.028888
Turkey,1960,60,0.024605
Turkey,1960,65,0.013827
Turkey,1960,70,0.010597
Turkey,1960,75,0.007113
Turkey,1965,0,0.166645
Turkey,1965,5,0.143323
Turkey,1965,10,0.124581
Turkey,1965,15,0.090484
Turkey,1965,20,0.077226
Turkey,1965,25,0.070484
Turkey,1965,30,0.070355
Turkey,1965,35,0.057548
Turkey,1965,40,0.042935
Turkey,1965,45,0.03171
Turkey,1965,50,0.035452
Turkey,1965,55,0.030032
Turkey,1965,60,0.022645
Turkey,1965,65,0.018323
Turkey,1965,70,0.009323
Turkey,1965,75,0.008935
Turkey,1970,0,0.159031
Turkey,1970,5,0.138124
Turkey,1970,10,0.123918
Turkey,1970,15,0.107986
Turkey,1970,20,0.077186
Turkey,1970,25,0.066373
Turkey,1970,30,0.060881
Turkey,1970,35,0.060996
Turkey,1970,40,0.049636
Turkey,1970,45,0.03658
Turkey,1970,50,0.026687
Turkey,1970,55,0.029189
Turkey,1970,60,0.023984
Turkey,1970,65,0.017168
Turkey,1970,70,0.012769
Turkey,1970,75,0.00949
Turkey,1975,0,0.156437
Turkey,1975,5,0.133214
Turkey,1975,10,0.119255
Turkey,1975,15,0.105984
Turkey,1975,20,0.089856
Turkey,1975,25,0.06602
Turkey,1975,30,0.057037
Turkey,1975,35,0.052341
Turkey,1975,40,0.053311
Turkey,1975,45,0.042899
Turkey,1975,50,0.031645
Turkey,1975,55,0.02256
Turkey,1975,60,0.02478
Turkey,1975,65,0.019242
Turkey,1975,70,0.013143
Turkey,1975,75,0.012275
Turkey,1980,0,0.151255
Turkey,1980,5,0.133421
Turkey,1980,10,0.115907
Turkey,1980,15,0.103562
Turkey,1980,20,0.091354
Turkey,1980,25,0.077848
Turkey,1980,30,0.057281
Turkey,1980,35,0.049765
Turkey,1980,40,0.045461
Turkey,1980,45,0.045802
Turkey,1980,50,0.036487
Turkey,1980,55,0.026466
Turkey,1980,60,0.018357
Turkey,1980,65,0.019314
Turkey,1980,70,0.013893
Turkey,1980,75,0.013825
Turkey,1985,0,0.139165
Turkey,1985,5,0.129913
Turkey,1985,10,0.116371
Turkey,1985,15,0.101446
Turkey,1985,20,0.090201
Turkey,1985,25,0.07979
Turkey,1985,30,0.068058
Turkey,1985,35,0.051912
Turkey,1985,40,0.044755
Turkey,1985,45,0.04144
Turkey,1985,50,0.040444
Turkey,1985,55,0.030806
Turkey,1985,60,0.021778
Turkey,1985,65,0.014518
Turkey,1985,70,0.014152
Turkey,1985,75,0.01525
Turkey,1990,0,0.123129
Turkey,1990,5,0.123166
Turkey,1990,10,0.116258
Turkey,1990,15,0.104534
Turkey,1990,20,0.090828
Turkey,1990,25,0.08079
Turkey,1990,30,0.071474
Turkey,1990,35,0.060898
Turkey,1990,40,0.046285
Turkey,1990,45,0.039673
Turkey,1990,50,0.036413
Turkey,1990,55,0.035042
Turkey,1990,60,0.026078
Turkey,1990,65,0.017762
Turkey,1990,70,0.011076
Turkey,1990,75,0.016595
Turkey,1995,0,0.110471
Turkey,1995,5,0.110984
Turkey,1995,10,0.111804
Turkey,1995,15,0.105704
Turkey,1995,20,0.094751
Turkey,1995,25,0.082413
Turkey,1995,30,0.07334
Turkey,1995,35,0.06483
Turkey,1995,40,0.055073
Turkey,1995,45,0.041642
Turkey,1995,50,0.035423
Turkey,1995,55,0.032108
Turkey,1995,60,0.030228
Turkey,1995,65,0.021735
Turkey,1995,70,0.013875
Turkey,1995,75,0.015618
Turkey,2000,0,0.104934
Turkey,2000,5,0.100696
Turkey,2000,10,0.101597
Turkey,2000,15,0.102151
Turkey,2000,20,0.09641
Turkey,2000,25,0.086496
Turkey,2000,30,0.075206
Turkey,2000,35,0.066856
Turkey,2000,40,0.05895
Turkey,2000,45,0.049889
Turkey,2000,50,0.037445
Turkey,2000,55,0.031499
Turkey,2000,60,0.027957
Turkey,2000,65,0.025459
Turkey,2000,70,0.017252
Turkey,2000,75,0.017204
Turkey,2005,0,0.096079
Turkey,2005,5,0.096874
Turkey,2005,10,0.093279
Turkey,2005,15,0.093883
Turkey,2005,20,0.094207
Turkey,2005,25,0.088902
Turkey,2005,30,0.079707
Turkey,2005,35,0.069215
Turkey,2005,40,0.06142
Turkey,2005,45,0.053978
Turkey,2005,50,0.045416
Turkey,2005,55,0.033731
Turkey,2005,60,0.027851
Turkey,2005,65,0.023931
Turkey,2005,70,0.020527
Turkey,2005,75,0.020999
Turkey,2010,0,0.088713
Turkey,2010,5,0.089556
Turkey,2010,10,0.090497
Turkey,2010,15,0.086998
Turkey,2010,20,0.087413
Turkey,2010,25,0.087676
Turkey,2010,30,0.08267
Turkey,2010,35,0.074026
Turkey,2010,40,0.064153
Turkey,2010,45,0.05674
Turkey,2010,50,0.049618
Turkey,2010,55,0.041362
Turkey,2010,60,0.03023
Turkey,2010,65,0.024256
Turkey,2010,70,0.019692
Turkey,2010,75,0.026399
Turkey,2015,0,0.086706
Turkey,2015,5,0.084787
Turkey,2015,10,0.085206
Turkey,2015,15,0.085092
Turkey,2015,20,0.080808
Turkey,2015,25,0.0811
Turkey,2015,30,0.08124
Turkey,2015,35,0.076588
Turkey,2015,40,0.068592
Turkey,2015,45,0.059452
Turkey,2015,50,0.052486
Turkey,2015,55,0.045711
Turkey,2015,60,0.036838
Turkey,2015,65,0.02625
Turkey,2015,70,0.020046
Turkey,2015,75,0.029097
Yemen,1950,0,0.17492
Yemen,1950,5,0.133348
Yemen,1950,10,0.114721
Yemen,1950,15,0.099727
Yemen,1950,20,0.085643
Yemen,1950,25,0.072921
Yemen,1950,30,0.062017
Yemen,1950,35,0.052703
Yemen,1950,40,0.04498
Yemen,1950,45,0.038164
Yemen,1950,50,0.032485
Yemen,1950,55,0.026579
Yemen,1950,60,0.02249
Yemen,1950,65,0.017492
Yemen,1950,70,0.01204
Yemen,1950,75,0.009768
Yemen,1955,0,0.163171
Yemen,1955,5,0.141988
Yemen,1955,10,0.119337
Yemen,1955,15,0.102349
Yemen,1955,20,0.087039
Yemen,1955,25,0.073406
Yemen,1955,30,0.06229
Yemen,1955,35,0.052643
Yemen,1955,40,0.044673
Yemen,1955,45,0.037752
Yemen,1955,50,0.03146
Yemen,1955,55,0.026216
Yemen,1955,60,0.020344
Yemen,1955,65,0.016149
Yemen,1955,70,0.011116
Yemen,1955,75,0.010067
Yemen,1960,0,0.16528
Yemen,1960,5,0.132185
Yemen,1960,10,0.127153
Yemen,1960,15,0.106251
Yemen,1960,20,0.088639
Yemen,1960,25,0.073931
Yemen,1960,30,0.061931
Yemen,1960,35,0.052448
Yemen,1960,40,0.04432
Yemen,1960,45,0.037352
Yemen,1960,50,0.031159
Yemen,1960,55,0.02516
Yemen,1960,60,0.019934
Yemen,1960,65,0.014515
Yemen,1960,70,0.010257
Yemen,1960,75,0.009483
Yemen,1965,0,0.170671
Yemen,1965,5,0.133476
Yemen,1965,10,0.117815
Yemen,1965,15,0.112476
Yemen,1965,20,0.091297
Yemen,1965,25,0.07439
Yemen,1965,30,0.061577
Yemen,1965,35,0.051611
Yemen,1965,40,0.043602
Yemen,1965,45,0.036661
Yemen,1965,50,0.030432
Yemen,1965,55,0.024737
Yemen,1965,60,0.019221
Yemen,1965,65,0.014059
Yemen,1965,70,0.009076
Yemen,1965,75,0.008898
Yemen,1970,0,0.18817
Yemen,1970,5,0.139259
Yemen,1970,10,0.116672
Yemen,1970,15,0.10091
Yemen,1970,20,0.09376
Yemen,1970,25,0.073611
Yemen,1970,30,0.059474
Yemen,1970,35,0.049399
Yemen,1970,40,0.041436
Yemen,1970,45,0.035099
Yemen,1970,50,0.029249
Yemen,1970,55,0.023887
Yemen,1970,60,0.018687
Yemen,1970,65,0.013487
Yemen,1970,70,0.008937
Yemen,1970,75,0.007962
Yemen,1975,0,0.19844
Yemen,1975,5,0.15516
Yemen,1975,10,0.121154
Yemen,1975,15,0.098778
Yemen,1975,20,0.081407
Yemen,1975,25,0.072869
Yemen,1975,30,0.056382
Yemen,1975,35,0.046224
Yemen,1975,40,0.038716
Yemen,1975,45,0.032681
Yemen,1975,50,0.027676
Yemen,1975,55,0.022818
Yemen,1975,60,0.01796
Yemen,1975,65,0.013249
Yemen,1975,70,0.008685
Yemen,1975,75,0.007802
Yemen,1980,0,0.209057
Yemen,1980,5,0.156452
Yemen,1980,10,0.128536
Yemen,1980,15,0.099876
Yemen,1980,20,0.079901
Yemen,1980,25,0.064888
Yemen,1980,30,0.05794
Yemen,1980,35,0.044665
Yemen,1980,40,0.0366
Yemen,1980,45,0.030521
Yemen,1980,50,0.025434
Yemen,1980,55,0.021092
Yemen,1980,60,0.016749
Yemen,1980,65,0.012407
Yemen,1980,70,0.008313
Yemen,1980,75,0.007568
Yemen,1985,0,0.214936
Yemen,1985,5,0.164297
Yemen,1985,10,0.127366
Yemen,1985,15,0.104348
Yemen,1985,20,0.08
Yemen,1985,25,0.063427
Yemen,1985,30,0.051253
Yemen,1985,35,0.045729
Yemen,1985,40,0.035192
Yemen,1985,45,0.028542
Yemen,1985,50,0.023529
Yemen,1985,55,0.019233
Yemen,1985,60,0.015345
Yemen,1985,65,0.01156
Yemen,1985,70,0.007877
Yemen,1985,75,0.007366
Yemen,1990,0,0.215599
Yemen,1990,5,0.169453
Yemen,1990,10,0.132837
Yemen,1990,15,0.102658
Yemen,1990,20,0.083264
Yemen,1990,25,0.063367
Yemen,1990,30,0.050075
Yemen,1990,35,0.040378
Yemen,1990,40,0.035947
Yemen,1990,45,0.02742
Yemen,1990,50,0.02207
Yemen,1990,55,0.017806
Yemen,1990,60,0.014044
Yemen,1990,65,0.010617
Yemen,1990,70,0.007357
Yemen,1990,75,0.007106
Yemen,1995,0,0.201559
Yemen,1995,5,0.166383
Yemen,1995,10,0.133499
Yemen,1995,15,0.103957
Yemen,1995,20,0.073104
Yemen,1995,25,0.058496
Yemen,1995,30,0.051618
Yemen,1995,35,0.048146
Yemen,1995,40,0.04284
Yemen,1995,45,0.033277
Yemen,1995,50,0.024237
Yemen,1995,55,0.016704
Yemen,1995,60,0.014215
Yemen,1995,65,0.011856
Yemen,1995,70,0.008974
Yemen,1995,75,0.011136
Yemen,2000,0,0.176332
